https://www.linkedin.com/jobs/view/3836253680,Pessoa Engenheira de Dados Pleno | Data & AI | Vaga exclusiva para pessoas com deficiência
https://www.linkedin.com/jobs/view/3815608556,Principal Machine Learning Engineer
https://www.linkedin.com/jobs/view/3834703685,"Principal Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834704785,"Principal Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3831879900,Python Developer
https://www.linkedin.com/jobs/view/3837801817,Senior Angular + Python Full Stack Developer
https://www.linkedin.com/jobs/view/3838092287,Senior Data / Machine Learning Engineer (up to USD 5K/month)
https://www.linkedin.com/jobs/view/3815603942,Senior Data Engineer
https://www.linkedin.com/jobs/view/3837816896,Senior Data Engineer
https://www.linkedin.com/jobs/view/3836280949,Senior Data Engineer
https://www.linkedin.com/jobs/view/3838401597,Senior Data Engineer - Remoto
https://www.linkedin.com/jobs/view/3815608557,Senior Data Scientist
https://www.linkedin.com/jobs/view/3815609292,Senior Data Scientist
https://www.linkedin.com/jobs/view/3834702884,"Senior Machine Learning Engineer, Totogi (Remote) - $400,000/year USD"
https://www.linkedin.com/jobs/view/3834703762,"Senior Machine Learning Engineer, Totogi (Remote) - $400,000/year USD"
https://www.linkedin.com/jobs/view/3834705544,"Senior Machine Learning Engineer, Totogi (Remote) - $400,000/year USD"
https://www.linkedin.com/jobs/view/3834706376,"Senior Machine Learning Engineer, Totogi (Remote) - $400,000/year USD"
https://www.linkedin.com/jobs/view/3834706140,"Senior Mobile Engineer, gt.school (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834705272,"Senior Principal Software Engineer, gt.school (Remote) - $200,000/year USD"
https://www.linkedin.com/jobs/view/3834704549,"Senior Site Reliability Engineer, IgniteTech (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834706425,"Senior Site Reliability Engineer, IgniteTech (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834706427,"Senior Site Reliability Engineer, IgniteTech (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834707049,"Senior Software Architect, Totogi (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834707231,"Senior Software Architect, gt.school (Remote) - $200,000/year USD"
https://www.linkedin.com/jobs/view/3834701572,"Senior Software Engineer, Skyvera (Remote) - $40,000/year USD"
https://www.linkedin.com/jobs/view/3834707059,"Senior Software Engineer, Skyvera (Remote) - $40,000/year USD"
https://www.linkedin.com/jobs/view/3834700579,"Senior Software Engineer, Skyvera (Remote) - $60,000/year USD"
https://www.linkedin.com/jobs/view/3834701784,"Senior Software Engineer, Skyvera (Remote) - $60,000/year USD"
https://www.linkedin.com/jobs/view/3834704475,"Senior Software Engineer, Skyvera (Remote) - $60,000/year USD"
https://www.linkedin.com/jobs/view/3834702822,"Senior Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834702990,"Senior Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834705404,"Software Architect, Skyvera (Remote) - $60,000/year USD"
https://www.linkedin.com/jobs/view/3819087642,Software Developer
https://www.linkedin.com/jobs/view/3774598658,Software Engineer in Test (Embedded Telemetry)
https://www.linkedin.com/jobs/view/3819509942,Solution Engineer – IMS Americas
